residence_time,temperature,dppa,isoporopanol,yields
9.0,60.0,1.0,6.0,19.88811188811189
15.0,50.0,1.0,1.0,18.18181818181818
6.0,30.0,6.0,6.0,16.923076923076923
2.0,140.0,6.0,1.0,17.948828811645523
15.0,30.0,2.5,6.0,15.600000000000001
14.0,140.0,3.5,1.0,20.802241938664363
15.0,30.0,1.0,1.0,20.0
2.0,140.0,5.5,1.0,12.8
2.0,30.0,1.0,1.0,30.0
3.0,30.0,1.0,1.0,29.230769230769234
