123.4972292,9.731676161,3.148140669,9.000177264,98.91081238
41.99321056,12.68727947,5.857730493,14.55925867,128.9352722
62.14248672,2.557727193,2.005626809,6.209877796,0
88.738446,19.85264743,4.996222962,11.72501533,302.0618286
99.4542875,5.706611458,5.449809972,10.07840375,199.4346466
72.91041416,16.5366312,3.552216228,4.481237829,99.17918396
51.90315503,8.657696906,4.342696249,13.19399164,130.1449432
133.3518352,13.57710216,2.66312056,7.740376133,74.93460846
131.6258208,3.76558115,4.173890706,5.101294279,30.90282059
50.18936195,17.9667986,2.824167971,11.34006463,184.47229
137.100163,15.06809414,2.552979525,10.96873308,69.73000336
49.78354753,13.19767905,4.989145454,11.63833288,150.573349
54.13357698,14.93537536,3.069813725,9.082596395,136.2657166
56.29927706,8.539010582,4.849174839,14.3033859,175.1222076
92.44515112,5.986902082,3.182560865,14.46169123,208.6303406
95.31711148,6.26504756,2.553946897,11.18579359,144.9602814
122.9671448,15.16002367,2.042671543,12.27811398,82.97182465
33.06196488,3.95315329,2.864421345,11.76267243,0
139.0990759,16.71946779,3.848867454,15.17588696,124.965271
84.04204458,4.784967108,3.011568438,12.55451165,154.4945221
82.03311519,17.04176108,5.016914416,9.817547146,288.6420898
60.95563295,4.45305085,4.692027096,15.59197927,132.2897339
42.6337867,6.642362099,2.032988414,5.827564295,0
34.9262688,14.93774368,5.448858708,13.89872112,80.70591736
63.16358401,5.220618973,4.528491177,12.56939297,74.71320343
46.35698789,8.899457732,5.942450795,5.27603006,55.42998123
129.0846256,6.183799945,5.660787206,13.09199927,65.5847702
107.1729415,18.92969086,5.000885844,4.922179725,233.0830688
138.1290633,4.153784201,2.365584169,7.198365137,34.13593674
48.41323388,2.15009583,2.136507634,10.8844221,0
33.78314502,19.20810677,5.323433887,7.483534493,56.27619934
74.9852664,10.56862495,4.674151842,12.30037678,351.5228882
132.8320431,6.34541551,4.49290869,14.64945711,178.5296326
64.51863769,5.54943805,3.745883949,10.90805507,141.5917816
64.35595344,2.249940138,2.744722795,11.5278556,38.46084595
42.02508094,15.53288024,2.217907298,10.73385229,118.3059692
31.66362511,4.82446049,5.136121169,10.40418293,0
118.885097,16.6078402,3.851045229,8.548782978,200.3139038
41.53196032,7.709715778,5.125569515,6.053522635,0
48.27785678,8.608287482,5.588844154,12.44127047,144.9046021
60.16483516,4.175057203,2.913237639,10.75999514,69.39929962
41.23411924,15.88493439,5.50046467,10.39512236,137.6245728
30.84627724,6.647926426,5.219592057,14.53621207,27.87642479
115.3764328,19.36732359,3.2338503,8.127222948,182.192215
109.1351956,10.22854356,5.65400603,4.861572351,170.3480988
87.11862822,15.1644493,3.379288934,5.782467287,198.0136261
124.6101606,6.00087158,3.495331831,10.20816206,127.4028473
85.27347637,5.497003563,2.81710862,12.75761167,58.17520142
45.07822444,4.765419789,3.319148868,10.37256099,29.48185921
133.0007973,13.96321934,2.060076471,10.05343443,63.29948044
42.53369961,15.70154973,2.553812046,13.78537671,165.5162201
63.87042598,6.523072295,4.125339579,10.85891525,142.4362335
48.2221501,12.16949952,3.377025425,9.644039012,108.9006577
83.6829456,15.96964472,2.631140973,14.96482106,274.6843567
59.51552207,6.00825825,5.183848586,9.966776259,102.9273224
135.6579932,18.78036982,3.142686117,13.81412335,112.3682251
134.2945484,3.476943675,4.597905234,8.369866394,77.91916656
62.60544124,10.86336073,2.424062893,4.064026419,36.34665298
137.0111753,8.376417302,3.076997161,7.703486148,72.42936707
116.8140265,16.56647787,4.080765411,11.70833397,210.4058685
